family,config,symbol,train_trades,train_$per_trade,train_pct_of_position,train_cost_multiple,train_win_pct,train_worst_drop_pct,val_trades,val_$per_trade,val_pct_of_position,val_cost_multiple,val_win_pct,verdict,E,H,filter,rsi_n,thresh,gate_pct,orig_constant,lookback,exit_ma
C-dipbuy-family,"RSI2 below 15, trend filter 200-day",ES,153,37.87,0.3093,15.47,72.5,-14.6,63,33.84,0.3196,15.98,77.8,SURVIVOR,,,200-day,2.0,15.0,,,,
C-dipbuy-family,"RSI2 below 15, trend filter 100-day",ES,138,29.23,0.2546,12.73,67.4,-12.2,57,23.98,0.2384,11.92,75.4,SURVIVOR,,,100-day,2.0,15.0,,,,
C-dipbuy-family,"RSI2 below 15, trend filter none",ES,270,42.62,0.3094,15.47,68.1,-23.8,72,14.57,0.1877,9.39,75.0,SURVIVOR,,,none,2.0,15.0,,,,
C-dipbuy-family,"RSI2 below 20, trend filter 200-day",ES,184,30.35,0.2519,12.6,70.7,-14.8,74,21.17,0.2095,10.48,73.0,SURVIVOR,,,200-day,2.0,20.0,,,,
C-dipbuy-family,"RSI2 below 20, trend filter 100-day",ES,177,27.55,0.2356,11.78,67.2,-11.1,69,16.03,0.1655,8.28,72.5,SURVIVOR,,,100-day,2.0,20.0,,,,
C-dipbuy-family,"RSI2 below 20, trend filter none",ES,325,46.36,0.3077,15.38,68.6,-23.8,88,26.49,0.2854,14.27,71.6,SURVIVOR,,,none,2.0,20.0,,,,
C-dipbuy-family,"RSI3 below 2, trend filter 200-day",ES,1,-5.58,-0.0558,-2.79,0.0,-2.6,3,135.26,1.3349,66.74,100.0,FAIL,,,200-day,3.0,2.0,,,,
C-dipbuy-family,"RSI3 below 2, trend filter 100-day",ES,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,FAIL,,,100-day,3.0,2.0,,,,
C-dipbuy-family,"RSI3 below 2, trend filter none",ES,5,383.49,3.592,179.6,80.0,-4.1,5,226.23,2.1729,108.64,100.0,NOT ENOUGH TRADES,,,none,3.0,2.0,,,,
C-dipbuy-family,"RSI3 below 5, trend filter 200-day",ES,7,131.14,1.2663,63.31,85.7,-2.6,7,124.67,1.2183,60.92,71.4,NOT ENOUGH TRADES,,,200-day,3.0,5.0,,,,
C-dipbuy-family,"RSI3 below 5, trend filter 100-day",ES,1,67.15,0.6715,33.57,100.0,-1.0,0,0.0,0.0,0.0,0.0,FAIL,,,100-day,3.0,5.0,,,,
C-dipbuy-family,"RSI3 below 5, trend filter none",ES,27,134.45,1.1915,59.57,70.4,-11.4,8,76.46,0.766,38.3,62.5,NOT ENOUGH TRADES,,,none,3.0,5.0,,,,
C-dipbuy-family,"RSI3 below 8, trend filter 200-day",ES,18,81.84,0.7698,38.49,77.8,-2.6,11,-2.21,0.0004,0.02,63.6,FAIL,,,200-day,3.0,8.0,,,,
C-dipbuy-family,"RSI3 below 8, trend filter 100-day",ES,12,64.28,0.6331,31.66,83.3,-5.5,7,-69.19,-0.681,-34.05,57.1,FAIL,,,100-day,3.0,8.0,,,,
C-dipbuy-family,"RSI3 below 8, trend filter none",ES,53,66.47,0.5942,29.71,73.6,-14.2,13,-22.54,-0.2053,-10.27,61.5,FAIL,,,none,3.0,8.0,,,,
C-dipbuy-family,"RSI3 below 10, trend filter 200-day",ES,31,40.06,0.4041,20.21,77.4,-14.9,13,-7.56,-0.0533,-2.67,61.5,FAIL,,,200-day,3.0,10.0,,,,
C-dipbuy-family,"RSI3 below 10, trend filter 100-day",ES,23,63.54,0.6029,30.15,82.6,-5.5,9,-63.34,-0.6254,-31.27,55.6,FAIL,,,100-day,3.0,10.0,,,,
C-dipbuy-family,"RSI3 below 10, trend filter none",ES,76,46.26,0.4213,21.06,71.1,-14.9,15,-24.33,-0.2245,-11.22,60.0,FAIL,,,none,3.0,10.0,,,,
C-dipbuy-family,"RSI3 below 15, trend filter 200-day",ES,58,56.11,0.5031,25.15,81.0,-14.5,32,14.12,0.1511,7.56,68.8,SURVIVOR,,,200-day,3.0,15.0,,,,
C-dipbuy-family,"RSI3 below 15, trend filter 100-day",ES,47,58.33,0.5266,26.33,80.9,-8.2,28,13.9,0.1527,7.63,64.3,SURVIVOR,,,100-day,3.0,15.0,,,,
C-dipbuy-family,"RSI3 below 15, trend filter none",ES,128,70.3,0.5343,26.72,72.7,-17.4,39,-25.87,-0.2027,-10.13,69.2,FAIL,,,none,3.0,15.0,,,,
C-dipbuy-family,"RSI3 below 20, trend filter 200-day",ES,97,60.53,0.4885,24.43,79.4,-15.2,40,29.96,0.2962,14.81,75.0,SURVIVOR,,,200-day,3.0,20.0,,,,
C-dipbuy-family,"RSI3 below 20, trend filter 100-day",ES,83,53.89,0.4536,22.68,75.9,-8.6,35,24.17,0.2472,12.36,71.4,SURVIVOR,,,100-day,3.0,20.0,,,,
C-dipbuy-family,"RSI3 below 20, trend filter none",ES,192,89.92,0.5579,27.9,72.9,-23.8,49,5.52,0.1192,5.96,75.5,SURVIVOR,,,none,3.0,20.0,,,,
C-dipbuy-family,"RSI4 below 2, trend filter 200-day",ES,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,FAIL,,,200-day,4.0,2.0,,,,
C-dipbuy-family,"RSI4 below 2, trend filter 100-day",ES,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,FAIL,,,100-day,4.0,2.0,,,,
C-dipbuy-family,"RSI4 below 2, trend filter none",ES,0,0.0,0.0,0.0,0.0,0.0,1,516.36,5.1634,258.17,100.0,FAIL,,,none,4.0,2.0,,,,
C-dipbuy-family,"RSI4 below 5, trend filter 200-day",ES,2,87.11,0.8716,43.58,50.0,-2.6,5,210.08,2.0227,101.14,100.0,NOT ENOUGH TRADES,,,200-day,4.0,5.0,,,,
C-dipbuy-family,"RSI4 below 5, trend filter 100-day",ES,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,FAIL,,,100-day,4.0,5.0,,,,
C-dipbuy-family,"RSI4 below 5, trend filter none",ES,6,354.28,3.2843,164.22,83.3,-4.1,7,260.1,2.4248,121.24,100.0,NOT ENOUGH TRADES,,,none,4.0,5.0,,,,
C-dipbuy-family,"RSI4 below 8, trend filter 200-day",ES,5,108.98,1.0691,53.45,80.0,-2.6,7,124.67,1.2183,60.92,71.4,NOT ENOUGH TRADES,,,200-day,4.0,8.0,,,,
C-dipbuy-family,"RSI4 below 8, trend filter 100-day",ES,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,FAIL,,,100-day,4.0,8.0,,,,
C-dipbuy-family,"RSI4 below 8, trend filter none",ES,18,136.65,1.2775,63.87,72.2,-11.4,8,90.76,0.8976,44.88,62.5,NOT ENOUGH TRADES,,,none,4.0,8.0,,,,
C-dipbuy-family,"RSI4 below 10, trend filter 200-day",ES,10,103.61,0.9938,49.69,90.0,-2.6,8,116.4,1.1327,56.64,75.0,NOT ENOUGH TRADES,,,200-day,4.0,10.0,,,,
C-dipbuy-family,"RSI4 below 10, trend filter 100-day",ES,5,86.17,0.8483,42.41,100.0,-1.4,1,121.22,1.2121,60.61,100.0,NOT ENOUGH TRADES,,,100-day,4.0,10.0,,,,
C-dipbuy-family,"RSI4 below 10, trend filter none",ES,34,109.3,0.9521,47.6,76.5,-11.4,9,74.3,0.7401,37.01,66.7,SURVIVOR,,,none,4.0,10.0,,,,
C-dipbuy-family,"RSI4 below 15, trend filter 200-day",ES,27,93.76,0.8435,42.18,81.5,-3.1,13,23.25,0.2501,12.51,69.2,NOT ENOUGH TRADES,,,200-day,4.0,15.0,,,,
C-dipbuy-family,"RSI4 below 15, trend filter 100-day",ES,18,62.94,0.6072,30.36,83.3,-5.5,8,-40.65,-0.3868,-19.34,62.5,FAIL,,,100-day,4.0,15.0,,,,
C-dipbuy-family,"RSI4 below 15, trend filter none",ES,72,53.99,0.4785,23.92,73.6,-14.5,15,1.65,0.0386,1.93,66.7,SURVIVOR,,,none,4.0,15.0,,,,
C-dipbuy-family,"RSI4 below 20, trend filter 200-day",ES,51,65.2,0.5828,29.14,80.4,-14.9,24,21.35,0.2227,11.14,66.7,SURVIVOR,,,200-day,4.0,20.0,,,,
C-dipbuy-family,"RSI4 below 20, trend filter 100-day",ES,41,85.17,0.7411,37.05,82.9,-5.5,19,0.19,0.0177,0.88,63.2,SURVIVOR,,,100-day,4.0,20.0,,,,
C-dipbuy-family,"RSI4 below 20, trend filter none",ES,119,90.59,0.6489,32.45,73.1,-17.4,30,-42.49,-0.3679,-18.39,66.7,FAIL,,,none,4.0,20.0,,,,
C-dipbuy-family,"RSI2 below 2, trend filter 200-day",QQQ,21,68.14,0.6964,17.41,61.9,-11.8,10,93.66,0.9036,22.59,90.0,NOT ENOUGH TRADES,,,200-day,2.0,2.0,,,,
C-dipbuy-family,"RSI2 below 2, trend filter 100-day",QQQ,15,34.07,0.3384,8.46,66.7,-5.4,10,53.62,0.5289,13.22,80.0,NOT ENOUGH TRADES,,,100-day,2.0,2.0,,,,
C-dipbuy-family,"RSI2 below 2, trend filter none",QQQ,42,376.97,2.3675,59.19,76.2,-11.3,16,192.77,1.7294,43.24,87.5,SURVIVOR,,,none,2.0,2.0,,,,
C-dipbuy-family,"RSI2 below 5, trend filter 200-day",QQQ,61,79.88,0.6721,16.8,68.9,-12.0,22,44.1,0.4328,10.82,68.2,SURVIVOR,,,200-day,2.0,5.0,,,,
C-dipbuy-family,"RSI2 below 5, trend filter 100-day",QQQ,46,116.77,0.9501,23.75,73.9,-8.6,19,50.7,0.497,12.43,68.4,SURVIVOR,,,100-day,2.0,5.0,,,,
C-dipbuy-family,"RSI2 below 5, trend filter none",QQQ,117,427.0,1.5954,39.89,76.9,-24.1,28,41.42,0.4105,10.26,64.3,SURVIVOR,,,none,2.0,5.0,,,,
C-dipbuy-family,"RSI2 below 8, trend filter 200-day",QQQ,92,61.97,0.5132,12.83,60.9,-14.9,33,-14.75,-0.1381,-3.45,51.5,FAIL,,,200-day,2.0,8.0,,,,
C-dipbuy-family,"RSI2 below 8, trend filter 100-day",QQQ,72,101.6,0.7843,19.61,68.1,-9.2,30,-16.42,-0.1545,-3.86,50.0,FAIL,,,100-day,2.0,8.0,,,,
C-dipbuy-family,"RSI2 below 8, trend filter none",QQQ,169,271.48,1.0818,27.04,68.0,-31.7,40,-27.37,-0.2635,-6.59,52.5,FAIL,,,none,2.0,8.0,,,,
C-dipbuy-family,"RSI2 below 10, trend filter 200-day",QQQ,120,79.36,0.5781,14.45,66.7,-14.9,41,2.52,0.0382,0.96,56.1,SURVIVOR,,,200-day,2.0,10.0,,,,
C-dipbuy-family,"RSI2 below 10, trend filter 100-day",QQQ,99,101.48,0.7223,18.06,71.7,-12.1,38,-1.94,-0.006,-0.15,55.3,FAIL,,,100-day,2.0,10.0,,,,
C-dipbuy-family,"RSI2 below 10, trend filter none",QQQ,210,229.16,0.8882,22.2,70.5,-29.7,51,-0.58,0.0182,0.45,58.8,FAIL,,,none,2.0,10.0,,,,
C-dipbuy-family,"RSI2 below 15, trend filter 200-day",QQQ,167,72.38,0.4942,12.35,67.7,-15.6,58,44.69,0.4118,10.29,63.8,SURVIVOR,,,200-day,2.0,15.0,,,,
C-dipbuy-family,"RSI2 below 15, trend filter 100-day",QQQ,149,77.46,0.5373,13.43,69.1,-13.7,52,38.11,0.3627,9.07,61.5,SURVIVOR,,,100-day,2.0,15.0,,,,
C-dipbuy-family,"RSI2 below 15, trend filter none",QQQ,277,126.35,0.5839,14.6,67.5,-29.3,71,38.01,0.3611,9.03,63.4,SURVIVOR,,,none,2.0,15.0,,,,
C-dipbuy-family,"RSI2 below 20, trend filter 200-day",QQQ,211,53.04,0.3745,9.36,65.9,-19.1,71,48.92,0.4353,10.88,64.8,SURVIVOR,,,200-day,2.0,20.0,,,,
C-dipbuy-family,"RSI2 below 20, trend filter 100-day",QQQ,191,51.26,0.3782,9.46,66.5,-19.1,65,39.32,0.3655,9.14,63.1,SURVIVOR,,,100-day,2.0,20.0,,,,
C-dipbuy-family,"RSI2 below 20, trend filter none",QQQ,344,110.01,0.4938,12.35,65.7,-29.4,86,43.4,0.3928,9.82,65.1,SURVIVOR,,,none,2.0,20.0,,,,
C-dipbuy-family,"RSI3 below 2, trend filter 200-day",QQQ,1,-46.88,-0.4687,-11.72,0.0,-3.4,0,0.0,0.0,0.0,0.0,FAIL,,,200-day,3.0,2.0,,,,
C-dipbuy-family,"RSI3 below 2, trend filter 100-day",QQQ,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,FAIL,,,100-day,3.0,2.0,,,,
C-dipbuy-family,"RSI3 below 2, trend filter none",QQQ,3,86.23,0.8621,21.55,66.7,-3.4,2,128.98,1.2871,32.18,100.0,NOT ENOUGH TRADES,,,none,3.0,2.0,,,,
C-dipbuy-family,"RSI3 below 5, trend filter 200-day",QQQ,4,55.98,0.5686,14.22,75.0,-5.2,7,229.69,2.1624,54.06,100.0,NOT ENOUGH TRADES,,,200-day,3.0,5.0,,,,
C-dipbuy-family,"RSI3 below 5, trend filter 100-day",QQQ,4,-9.94,-0.0943,-2.36,75.0,-5.2,4,61.5,0.6255,15.64,75.0,FAIL,,,100-day,3.0,5.0,,,,
C-dipbuy-family,"RSI3 below 5, trend filter none",QQQ,18,362.31,2.8914,72.28,83.3,-9.6,12,276.21,2.4558,61.4,91.7,NOT ENOUGH TRADES,,,none,3.0,5.0,,,,
C-dipbuy-family,"RSI3 below 8, trend filter 200-day",QQQ,25,114.81,1.0627,26.57,72.0,-11.0,12,65.77,0.6444,16.11,75.0,NOT ENOUGH TRADES,,,200-day,3.0,8.0,,,,
C-dipbuy-family,"RSI3 below 8, trend filter 100-day",QQQ,18,77.49,0.7357,18.39,77.8,-5.3,13,49.29,0.4889,12.22,69.2,NOT ENOUGH TRADES,,,100-day,3.0,8.0,,,,
C-dipbuy-family,"RSI3 below 8, trend filter none",QQQ,56,425.86,2.2846,57.12,80.4,-18.5,19,170.75,1.5248,38.12,78.9,SURVIVOR,,,none,3.0,8.0,,,,
C-dipbuy-family,"RSI3 below 10, trend filter 200-day",QQQ,33,41.39,0.4029,10.07,66.7,-11.1,16,34.16,0.3431,8.58,62.5,SURVIVOR,,,200-day,3.0,10.0,,,,
C-dipbuy-family,"RSI3 below 10, trend filter 100-day",QQQ,25,93.04,0.8483,21.21,76.0,-5.6,15,43.79,0.4349,10.87,66.7,NOT ENOUGH TRADES,,,100-day,3.0,10.0,,,,
C-dipbuy-family,"RSI3 below 10, trend filter none",QQQ,79,381.79,1.8308,45.77,78.5,-19.7,22,63.92,0.6129,15.32,63.6,SURVIVOR,,,none,3.0,10.0,,,,
C-dipbuy-family,"RSI3 below 15, trend filter 200-day",QQQ,80,94.27,0.7258,18.15,70.0,-14.9,28,20.63,0.2138,5.34,67.9,SURVIVOR,,,200-day,3.0,15.0,,,,
C-dipbuy-family,"RSI3 below 15, trend filter 100-day",QQQ,60,136.63,1.0173,25.43,78.3,-8.6,25,22.84,0.2363,5.91,68.0,SURVIVOR,,,100-day,3.0,15.0,,,,
C-dipbuy-family,"RSI3 below 15, trend filter none",QQQ,151,451.42,1.4212,35.53,75.5,-23.7,35,32.16,0.324,8.1,68.6,SURVIVOR,,,none,3.0,15.0,,,,
C-dipbuy-family,"RSI3 below 20, trend filter 200-day",QQQ,109,85.9,0.631,15.77,65.1,-14.9,41,14.3,0.1526,3.82,63.4,SURVIVOR,,,200-day,3.0,20.0,,,,
C-dipbuy-family,"RSI3 below 20, trend filter 100-day",QQQ,89,111.4,0.7992,19.98,69.7,-12.1,38,9.11,0.1032,2.58,63.2,SURVIVOR,,,100-day,3.0,20.0,,,,
C-dipbuy-family,"RSI3 below 20, trend filter none",QQQ,193,228.02,0.929,23.23,68.4,-31.2,51,1.5,0.0407,1.02,62.7,SURVIVOR,,,none,3.0,20.0,,,,
C-dipbuy-family,"RSI4 below 2, trend filter 200-day",QQQ,1,284.8,2.8477,71.19,100.0,0.0,0,0.0,0.0,0.0,0.0,FAIL,,,200-day,4.0,2.0,,,,
C-dipbuy-family,"RSI4 below 2, trend filter 100-day",QQQ,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,FAIL,,,100-day,4.0,2.0,,,,
C-dipbuy-family,"RSI4 below 2, trend filter none",QQQ,1,284.8,2.8477,71.19,100.0,0.0,0,0.0,0.0,0.0,0.0,FAIL,,,none,4.0,2.0,,,,
C-dipbuy-family,"RSI4 below 5, trend filter 200-day",QQQ,1,-46.88,-0.4687,-11.72,0.0,-3.4,0,0.0,0.0,0.0,0.0,FAIL,,,200-day,4.0,5.0,,,,
C-dipbuy-family,"RSI4 below 5, trend filter 100-day",QQQ,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,FAIL,,,100-day,4.0,5.0,,,,
C-dipbuy-family,"RSI4 below 5, trend filter none",QQQ,4,143.05,1.4112,35.28,75.0,-3.4,1,235.98,2.3596,58.99,100.0,NOT ENOUGH TRADES,,,none,4.0,5.0,,,,
C-dipbuy-family,"RSI4 below 8, trend filter 200-day",QQQ,1,-145.5,-1.4549,-36.37,0.0,-4.4,6,440.49,4.0135,100.34,100.0,FAIL,,,200-day,4.0,8.0,,,,
C-dipbuy-family,"RSI4 below 8, trend filter 100-day",QQQ,1,-145.5,-1.4549,-36.37,0.0,-4.4,1,356.81,3.5678,89.19,100.0,FAIL,,,100-day,4.0,8.0,,,,
C-dipbuy-family,"RSI4 below 8, trend filter none",QQQ,12,349.57,3.0356,75.89,83.3,-4.4,11,427.42,3.617,90.42,90.9,NOT ENOUGH TRADES,,,none,4.0,8.0,,,,
C-dipbuy-family,"RSI4 below 10, trend filter 200-day",QQQ,9,270.34,2.5447,63.62,77.8,-5.2,9,161.25,1.5253,38.13,88.9,NOT ENOUGH TRADES,,,200-day,4.0,10.0,,,,
C-dipbuy-family,"RSI4 below 10, trend filter 100-day",QQQ,6,54.99,0.5568,13.92,66.7,-5.2,6,111.3,1.0928,27.32,83.3,NOT ENOUGH TRADES,,,100-day,4.0,10.0,,,,
C-dipbuy-family,"RSI4 below 10, trend filter none",QQQ,22,324.24,2.5632,64.08,77.3,-9.6,15,243.81,2.1322,53.31,86.7,NOT ENOUGH TRADES,,,none,4.0,10.0,,,,
C-dipbuy-family,"RSI4 below 15, trend filter 200-day",QQQ,28,64.19,0.6063,15.16,71.4,-11.1,16,72.96,0.7049,17.62,68.8,NOT ENOUGH TRADES,,,200-day,4.0,15.0,,,,
C-dipbuy-family,"RSI4 below 15, trend filter 100-day",QQQ,20,102.02,0.9414,23.54,80.0,-5.3,16,70.54,0.6835,17.09,68.8,NOT ENOUGH TRADES,,,100-day,4.0,15.0,,,,
C-dipbuy-family,"RSI4 below 15, trend filter none",QQQ,75,457.32,2.0615,51.54,81.3,-19.7,22,81.83,0.7707,19.27,68.2,SURVIVOR,,,none,4.0,15.0,,,,
C-dipbuy-family,"RSI4 below 20, trend filter 200-day",QQQ,64,126.31,0.9556,23.89,75.0,-13.4,25,32.41,0.3205,8.01,72.0,SURVIVOR,,,200-day,4.0,20.0,,,,
C-dipbuy-family,"RSI4 below 20, trend filter 100-day",QQQ,50,197.77,1.4071,35.18,86.0,-6.1,23,51.4,0.4974,12.44,73.9,SURVIVOR,,,100-day,4.0,20.0,,,,
C-dipbuy-family,"RSI4 below 20, trend filter none",QQQ,137,628.25,1.7196,42.99,79.6,-23.4,35,28.97,0.2916,7.29,65.7,SURVIVOR,,,none,4.0,20.0,,,,
D1-vol-gated-trend,"D1 trend 20/100 day avgs, only when daily range above 0.000% (0x this market's own median)",SPY,32,437.03,3.2836,82.09,46.9,-40.0,9,494.39,4.5207,113.02,66.7,SURVIVOR,,,,,,0.0,1.5% on BTC 4-hour bars,,
D1-vol-gated-trend,"D1 trend 20/100 day avgs, only when daily range above 1.055% (0.8x this market's own median)",SPY,62,51.44,0.6488,16.22,48.4,-40.0,27,76.77,0.7391,18.48,77.8,SURVIVOR,,,,,,1.0552,1.5% on BTC 4-hour bars,,
D1-vol-gated-trend,"D1 trend 20/100 day avgs, only when daily range above 1.319% (1x this market's own median)",SPY,55,107.36,1.04,26.0,60.0,-30.0,9,-71.01,-0.6998,-17.5,33.3,FAIL,,,,,,1.319,1.5% on BTC 4-hour bars,,
D1-vol-gated-trend,"D1 trend 20/100 day avgs, only when daily range above 1.649% (1.25x this market's own median)",SPY,49,96.23,0.8611,21.53,65.3,-26.4,3,142.48,1.4323,35.81,66.7,NOT ENOUGH TRADES,,,,,,1.6488,1.5% on BTC 4-hour bars,,
D1-vol-gated-trend,"D1 trend 20/100 day avgs, only when daily range above 1.979% (1.5x this market's own median)",SPY,34,47.11,0.4917,12.29,61.8,-15.9,0,0.0,0.0,0.0,0.0,FAIL,,,,,,1.9786,1.5% on BTC 4-hour bars,,
D1-vol-gated-trend,"D1 trend 50/200 day avgs, only when daily range above 0.000% (0x this market's own median)",SPY,10,3475.35,19.6125,490.31,90.0,-20.3,4,1719.67,14.8612,371.53,75.0,NOT ENOUGH TRADES,,,,,,0.0,1.5% on BTC 4-hour bars,,
D1-vol-gated-trend,"D1 trend 50/200 day avgs, only when daily range above 1.055% (0.8x this market's own median)",SPY,53,347.03,2.2632,56.58,73.6,-22.9,22,195.37,1.6802,42.01,86.4,SURVIVOR,,,,,,1.0552,1.5% on BTC 4-hour bars,,
D1-vol-gated-trend,"D1 trend 50/200 day avgs, only when daily range above 1.319% (1x this market's own median)",SPY,40,414.49,2.6893,67.23,77.5,-22.3,10,128.16,1.2589,31.47,80.0,SURVIVOR,,,,,,1.319,1.5% on BTC 4-hour bars,,
D1-vol-gated-trend,"D1 trend 50/200 day avgs, only when daily range above 1.649% (1.25x this market's own median)",SPY,40,215.51,1.619,40.47,72.5,-19.1,8,156.18,1.5023,37.56,62.5,SURVIVOR,,,,,,1.6488,1.5% on BTC 4-hour bars,,
D1-vol-gated-trend,"D1 trend 50/200 day avgs, only when daily range above 1.979% (1.5x this market's own median)",SPY,29,174.35,1.4935,37.34,72.4,-15.7,1,309.87,3.0984,77.46,100.0,NOT ENOUGH TRADES,,,,,,1.9786,1.5% on BTC 4-hour bars,,
D2-breakout,"D2 buy a new 10-day high, sell when price drops below the 10-day average",SPY,255,-18.73,-0.2258,-5.65,38.4,-60.4,82,43.18,0.3924,9.81,47.6,FAIL,,,,,,,"20-day channel, 20-day exit on gold daily",10.0,10.0
D2-breakout,"D2 buy a new 10-day high, sell when price drops below the 20-day average",SPY,189,-1.3,0.0442,1.11,32.3,-52.6,59,60.53,0.5498,13.74,50.8,FAIL,,,,,,,"20-day channel, 20-day exit on gold daily",10.0,20.0
D2-breakout,"D2 buy a new 10-day high, sell when price drops below the 40-day average",SPY,187,20.84,0.2414,6.04,34.2,-45.5,51,60.5,0.5608,14.02,45.1,SURVIVOR,,,,,,,"20-day channel, 20-day exit on gold daily",10.0,40.0
D2-breakout,"D2 buy a new 20-day high, sell when price drops below the 10-day average",SPY,190,3.19,0.0511,1.28,40.5,-30.9,69,33.28,0.3156,7.89,47.8,SURVIVOR,,,,,,,"20-day channel, 20-day exit on gold daily",20.0,10.0
D2-breakout,"D2 buy a new 20-day high, sell when price drops below the 20-day average",SPY,126,47.56,0.4295,10.74,40.5,-36.8,45,66.58,0.6071,15.18,51.1,SURVIVOR,,,,,,,"20-day channel, 20-day exit on gold daily",20.0,20.0
D2-breakout,"D2 buy a new 20-day high, sell when price drops below the 40-day average",SPY,98,95.21,0.7788,19.47,35.7,-37.4,32,75.99,0.7204,18.01,43.8,SURVIVOR,,,,,,,"20-day channel, 20-day exit on gold daily",20.0,40.0
D2-breakout,"D2 buy a new 30-day high, sell when price drops below the 10-day average",SPY,167,-0.86,0.009,0.23,42.5,-33.9,65,26.62,0.2583,6.46,47.7,FAIL,,,,,,,"20-day channel, 20-day exit on gold daily",30.0,10.0
D2-breakout,"D2 buy a new 30-day high, sell when price drops below the 20-day average",SPY,108,51.36,0.4607,11.52,41.7,-31.3,42,60.25,0.5581,13.95,52.4,SURVIVOR,,,,,,,"20-day channel, 20-day exit on gold daily",30.0,20.0
D2-breakout,"D2 buy a new 30-day high, sell when price drops below the 40-day average",SPY,74,101.32,0.8864,22.16,40.5,-36.6,29,57.34,0.567,14.18,41.4,SURVIVOR,,,,,,,"20-day channel, 20-day exit on gold daily",30.0,40.0
D2-breakout,"D2 buy a new 40-day high, sell when price drops below the 10-day average",SPY,151,0.43,0.0201,0.5,45.7,-30.0,63,18.87,0.1883,4.71,47.6,SURVIVOR,,,,,,,"20-day channel, 20-day exit on gold daily",40.0,10.0
D2-breakout,"D2 buy a new 40-day high, sell when price drops below the 20-day average",SPY,98,52.6,0.4682,11.71,42.9,-30.1,40,50.4,0.4769,11.92,55.0,SURVIVOR,,,,,,,"20-day channel, 20-day exit on gold daily",40.0,20.0
D2-breakout,"D2 buy a new 40-day high, sell when price drops below the 40-day average",SPY,64,142.21,1.134,28.35,43.8,-32.4,26,65.92,0.6379,15.95,46.2,SURVIVOR,,,,,,,"20-day channel, 20-day exit on gold daily",40.0,40.0
D2-breakout,"D2 buy a new 55-day high, sell when price drops below the 10-day average",SPY,136,-0.18,0.0137,0.34,42.6,-31.3,61,3.92,0.0479,1.2,42.6,FAIL,,,,,,,"20-day channel, 20-day exit on gold daily",55.0,10.0
D2-breakout,"D2 buy a new 55-day high, sell when price drops below the 20-day average",SPY,89,43.82,0.4118,10.29,41.6,-32.3,39,21.56,0.2251,5.63,46.2,SURVIVOR,,,,,,,"20-day channel, 20-day exit on gold daily",55.0,20.0
D2-breakout,"D2 buy a new 55-day high, sell when price drops below the 40-day average",SPY,59,100.28,0.9108,22.77,44.1,-32.0,26,15.73,0.1765,4.41,38.5,SURVIVOR,,,,,,,"20-day channel, 20-day exit on gold daily",55.0,40.0
D3-hidden-divergence,"D3 higher low in price with a lower low in RSI7 over 10 days, inside an uptrend",SPY,117,41.41,0.3489,8.72,70.1,-19.1,50,10.9,0.1155,2.89,74.0,SURVIVOR,,,,7.0,,,BTC 4-hour bars,10.0,
D3-hidden-divergence,"D3 higher low in price with a lower low in RSI7 over 20 days, inside an uptrend",SPY,95,100.09,0.7151,17.88,73.7,-8.9,43,-4.7,-0.0378,-0.95,69.8,FAIL,,,,7.0,,,BTC 4-hour bars,20.0,
