sig_i,sig_t,stop_pct,gross_pct,net_pct,net_low_pct,net_R,reason,bars_held,sym,level,dirn,y,day,R,netR_pt,win
188441,2017-12-01 18:23:00,0.041691934505744696,-0.041691934505744696,-0.08169193450574469,-0.0616919345057447,-1.9594181818185583,stop,83,SPY,prev day low,1,2017,2017-12-01,-1.0,-1.9594181818185583,False
188546,2017-12-01 20:08:00,0.07196424513294362,0.15907885766230434,0.11907885766230433,0.13907885766230435,1.6546947368422085,close,51,SPY,prev day low,1,2017,2017-12-01,2.2105263157895836,1.6546947368422085,True
189217,2017-12-05 18:19:00,0.07944013618310436,-0.07944013618310436,-0.11944013618310437,-0.09944013618310436,-1.5035238095237224,stop,56,SPY,prev day low,1,2017,2017-12-05,-1.0,-1.5035238095237224,False
189560,2017-12-06 17:32:00,0.05702771546970965,0.06843325856366454,0.02843325856366454,0.04843325856366454,0.49858666666678775,close,207,SPY,prev day low,1,2017,2017-12-06,1.2000000000002273,0.49858666666678775,True
191835,2017-12-14 16:27:00,0.05624296962878787,-0.05624296962878787,-0.09624296962878787,-0.07624296962878788,-1.7112000000001077,stop,85,SPY,prev day low,1,2017,2017-12-14,-1.0,-1.7112000000001077,False
193356,2017-12-20 15:48:00,0.09739651620153247,0.03371417868515896,-0.006285821314841039,0.013714178685158961,-0.06453846153834131,close,311,SPY,prev day low,1,2017,2017-12-20,0.3461538461539807,-0.06453846153834131,True
193476,2017-12-20 17:48:00,0.09726898615787163,-0.09726898615787163,-0.13726898615787164,-0.11726898615787164,-1.4112307692307837,stop,120,SPY,prev day low,1,2017,2017-12-20,-1.0,-1.4112307692307837,False
193607,2017-12-20 19:59:00,0.061772303545363505,-0.026206431807118104,-0.0662064318071181,-0.0462064318071181,-1.0717818181816439,close,60,SPY,prev day low,1,2017,2017-12-20,-0.4242424242423302,-1.0717818181816439,True
194081,2017-12-22 14:53:00,0.06728971962617077,-0.06728971962617077,-0.10728971962617076,-0.08728971962617077,-1.594444444444422,stop,19,SPY,prev day low,1,2017,2017-12-22,-1.0,-1.594444444444422,False
194229,2017-12-22 17:21:00,0.009357513147318737,-0.009357513147318737,-0.04935751314731874,-0.029357513147318735,-5.274639999994169,stop,21,SPY,prev day low,1,2017,2017-12-22,-1.0,-5.274639999994169,False
194823,2017-12-26 20:45:00,0.04306390308749802,0.046808590312494146,0.006808590312494145,0.026808590312494145,0.15810434782607435,close,14,SPY,prev day low,1,2017,2017-12-26,1.0869565217390444,0.15810434782607435,True
195890,2017-12-29 19:02:00,0.057955841387938724,-0.057955841387938724,-0.09795584138793872,-0.07795584138793872,-1.6901806451614119,stop,100,SPY,prev day low,1,2017,2017-12-29,-1.0,-1.6901806451614119,False
195929,2017-12-29 19:41:00,0.024300428061385767,-0.024300428061385767,-0.06430042806138576,-0.04430042806138577,-2.646061538461596,stop,23,SPY,prev day low,1,2017,2017-12-29,-1.0,-2.646061538461596,False
198478,2018-01-10 16:40:00,0.007299003685990223,-0.007299003685990223,-0.04729900368599022,-0.027299003685990225,-6.480200000004984,stop,1,SPY,prev day low,1,2018,2018-01-10,-1.0,-6.480200000004984,False
198585,2018-01-10 18:27:00,0.020059814720259254,-0.020059814720259254,-0.06005981472025926,-0.040059814720259254,-2.9940363636361167,stop,3,SPY,prev day low,1,2018,2018-01-10,-1.0,-2.9940363636361167,False
198595,2018-01-10 18:37:00,0.018235530106864354,-0.018235530106864354,-0.05823553010686436,-0.038235530106864354,-3.193519999999501,stop,31,SPY,prev day low,1,2018,2018-01-10,-1.0,-3.193519999999501,False
199839,2018-01-16 19:51:00,0.08489884393064076,0.05780346820808099,0.017803468208080986,0.03780346820808099,0.20970212765942686,close,68,SPY,prev day low,1,2018,2018-01-16,0.6808510638296124,0.20970212765942686,True
202055,2018-01-24 17:47:00,0.09220569834756624,-0.09220569834756624,-0.13220569834756624,-0.11220569834756625,-1.4338126679461973,stop,20,SPY,prev day low,1,2018,2018-01-24,-1.0,-1.4338126679461973,False
204133,2018-01-31 19:55:00,0.17781571179629432,-0.17781571179629432,-0.21781571179629433,-0.1978157117962943,-1.224952,stop,12,SPY,prev day low,1,2018,2018-01-31,-1.0,-1.224952,False
204998,2018-02-05 14:50:00,0.12060962684113918,-0.12060962684113918,-0.1606096268411392,-0.14060962684113917,-1.3316484848484438,stop,149,SPY,prev day low,1,2018,2018-02-05,-1.0,-1.3316484848484438,False
205498,2018-02-06 16:40:00,0.13325211299780046,-0.13325211299780046,-0.17325211299780047,-0.15325211299780045,-1.3001828571428378,stop,149,SPY,prev day low,1,2018,2018-02-06,-1.0,-1.3001828571428378,False
205648,2018-02-06 19:10:00,0.22063298843578213,-0.22063298843578213,-0.26063298843578214,-0.24063298843578212,-1.181296551724143,stop,10,SPY,prev day low,1,2018,2018-02-06,-1.0,-1.181296551724143,False
206622,2018-02-09 15:54:00,0.8035541819586791,-0.8035541819586791,-0.8435541819586792,-0.8235541819586791,-1.0497788461538453,stop,65,SPY,prev day low,1,2018,2018-02-09,-1.0,-1.0497788461538453,False
206803,2018-02-09 18:55:00,0.27673838478328966,-0.27673838478328966,-0.31673838478328964,-0.2967383847832897,-1.1445408450704209,stop,4,SPY,prev day low,1,2018,2018-02-09,-1.0,-1.1445408450704209,False
206880,2018-02-09 20:12:00,0.42693576557343915,1.5602561614593593,1.5202561614593593,1.5402561614593593,3.560854545454691,close,47,SPY,prev day low,1,2018,2018-02-09,3.654545454545603,3.560854545454691,True
208913,2018-02-20 15:05:00,0.17979012255082155,-0.17979012255082155,-0.21979012255082156,-0.19979012255082154,-1.2224816326530572,stop,10,SPY,prev day low,1,2018,2018-02-20,-1.0,-1.2224816326530572,False
209169,2018-02-20 19:21:00,0.09179027757379937,-0.09179027757379937,-0.13179027757379938,-0.11179027757379938,-1.4357760000000002,stop,30,SPY,prev day low,1,2018,2018-02-20,-1.0,-1.4357760000000002,False
211323,2018-02-28 16:15:00,0.061942065950087784,-0.061942065950087784,-0.10194206595008778,-0.08194206595008778,-1.6457647058822924,stop,18,SPY,prev day low,1,2018,2018-02-28,-1.0,-1.6457647058822924,False
211393,2018-02-28 17:25:00,0.04369992716678971,-0.04369992716678971,-0.0836999271667897,-0.06369992716678971,-1.9153333333332987,stop,2,SPY,prev day low,1,2018,2018-02-28,-1.0,-1.9153333333332987,False
211703,2018-03-01 16:05:00,0.20626910751777314,-0.20626910751777314,-0.24626910751777314,-0.22626910751777313,-1.193921428571428,stop,22,SPY,prev day low,1,2018,2018-03-01,-1.0,-1.193921428571428,False
212018,2018-03-02 14:50:00,0.28992055423772806,1.3328815090929707,1.2928815090929706,1.3128815090929706,4.459433766233897,close,369,SPY,prev day low,1,2018,2018-03-02,4.597402597402732,4.459433766233897,True
212111,2018-03-02 16:23:00,0.14993417340607276,1.2337784464923724,1.1937784464923724,1.2137784464923724,7.962017059708024,close,276,SPY,prev day low,1,2018,2018-03-02,8.228800802808847,7.962017059708024,True
213335,2018-03-07 17:17:00,0.14962593516210568,0.7850743511591391,0.7450743511591391,0.7650743511591391,4.979580246913216,close,222,SPY,prev day low,1,2018,2018-03-07,5.246913580246531,4.979580246913216,True
213424,2018-03-07 18:46:00,0.0884205872600704,-0.0884205872600704,-0.1284205872600704,-0.10842058726007041,-1.4523833333333163,stop,2,SPY,prev day low,1,2018,2018-03-07,-1.0,-1.4523833333333163,False
213448,2018-03-07 19:10:00,0.19501784597268748,0.3789969459469513,0.33899694594695134,0.3589969459469513,1.7382867924529755,close,109,SPY,prev day low,1,2018,2018-03-07,1.94339622641525,1.7382867924529755,True
214865,2018-03-13 15:47:00,0.08258824374304936,-0.08258824374304936,-0.12258824374304936,-0.10258824374304937,-1.4843304347825703,stop,10,SPY,prev day low,1,2018,2018-03-13,-1.0,-1.4843304347825703,False
215360,2018-03-14 17:32:00,0.11251043443543188,-0.11251043443543188,-0.15251043443543189,-0.13251043443543187,-1.355522580645224,stop,65,SPY,prev day low,1,2018,2018-03-14,-1.0,-1.355522580645224,False
215782,2018-03-15 18:04:00,0.1273746269742943,0.08370332629740819,0.04370332629740819,0.06370332629740819,0.3431085714286569,close,115,SPY,prev day low,1,2018,2018-03-15,0.6571428571429733,0.3431085714286569,True
